id,classification
30570,PEGI +16
30595,None
30601,None
30650,None
30669,PEGI +12
30721,None
30777,None
30784,None
30851,None
30913,None
30933,None
30936,None
30987,None
31109,None
31222,None
31278,None
31308,None
31309,None
31356,PEGI +12
31386,None
31396,None
31436,None
31482,None
31595,None
31635,None
31637,None
31679,None
31704,None
31708,None
31729,None
31759,None
31859,None
32178,None
32353,None
32389,None
32575,None
32577,None
32734,PEGI +12
32785,PEGI +16
32836,None
32888,None
32925,None
32944,None
32989,None
33007,None
34020,None
34601,PEGI +16
34651,None
34668,PEGI +12
34680,None
34685,PEGI +12
34713,PEGI +12
34725,PEGI +12
34734,None
34737,PEGI +16
34752,PEGI +16
34761,PEGI +12
34764,None
34766,None
34772,None
34776,None
34777,PEGI +12
34779,PEGI +16
34786,PEGI +12
34788,PEGI +12
34791,PEGI +16
34801,None
34813,PEGI +12
34821,PEGI +12
34842,PEGI +3
34851,PEGI +12
34868,None
34872,PEGI +12
34885,None
34889,None
34902,PEGI +16
34950,None
35005,PEGI +12
35016,PEGI +3
35020,None
35030,PEGI +7
35058,None
35084,None
35129,PEGI +12
35137,PEGI +16
35155,PEGI +3
35163,PEGI +3
35168,PEGI +18
35225,None
35261,PEGI +3
35274,PEGI +12
35297,PEGI +12
35314,PEGI +18
35354,PEGI +12
35358,PEGI +18
35365,PEGI +3
35374,PEGI +16
35385,PEGI +3
35413,PEGI +18
35518,PEGI +3
35524,PEGI +16
35541,PEGI +12
35561,PEGI +12
35569,PEGI +12
35579,PEGI +12
35586,PEGI +3
35590,PEGI +18
35613,PEGI +3
35629,PEGI +16
35635,None
35684,PEGI +16
35702,PEGI +16
35736,PEGI +7
35738,PEGI +12
35800,PEGI +12
35808,PEGI +3
35822,PEGI +12
35854,PEGI +16
35855,PEGI +16
35862,PEGI +16
35869,PEGI +12
35930,PEGI +12
35946,PEGI +12
35948,PEGI +18
35963,PEGI +18
35964,PEGI +12
35970,None
35972,PEGI +3
35981,PEGI +3
35985,PEGI +18
35996,PEGI +3
36018,None
36026,PEGI +12
36031,PEGI +3
36035,None
36055,PEGI +3
36062,PEGI +12
36065,PEGI +3
36092,None
36095,PEGI +3
36142,PEGI +3
36189,PEGI +3
36192,PEGI +12
36198,PEGI +3
36266,PEGI +16
36292,PEGI +7
36300,PEGI +3
36306,PEGI +16
36350,PEGI +16
36355,PEGI +18
36390,PEGI +18
36442,PEGI +12
36479,PEGI +3
36483,PEGI +16
36488,PEGI +16
36527,PEGI +3
36535,PEGI +12
36542,None
36577,PEGI +16
36637,PEGI +16
36646,PEGI +12
36717,None
36729,PEGI +12
36737,PEGI +16
36743,PEGI +18
36746,None
36758,PEGI +16
36787,PEGI +16
36795,None
36797,PEGI +16
36807,None
36808,PEGI +3
36809,PEGI +3
36829,PEGI +16
36836,PEGI +3
36843,PEGI +3
36850,PEGI +12
36877,None
36915,PEGI +12
36939,None
36945,PEGI +12
36990,PEGI +16
37032,None
37072,PEGI +3
37094,PEGI +12
37130,PEGI +16
37136,PEGI +12
37209,PEGI +3
37210,PEGI +12
37221,PEGI +16
37240,PEGI +12
37305,PEGI +16
37329,None
37333,None
37352,PEGI +12
37365,PEGI +12
37369,None
37378,None
37383,PEGI +16
37406,PEGI +18
37417,None
37420,PEGI +18
37446,PEGI +3
37524,PEGI +3
37540,PEGI +16
37615,PEGI +3
37625,PEGI +12
37669,None
37675,PEGI +12
37751,PEGI +12
37830,None
37857,None
38014,PEGI +3
38055,PEGI +16
38064,PEGI +3
38067,PEGI +16
38091,PEGI +3
38092,PEGI +12
38218,None
38246,None
38286,PEGI +16
38360,PEGI +18
38438,None
38493,None
38543,None
38610,None
38625,PEGI +3
38663,None
38705,PEGI +16
38732,PEGI +3
38809,PEGI +16
38834,PEGI +16
38945,PEGI +16
38965,PEGI +12
38995,None
39011,PEGI +12
39035,PEGI +16
39037,PEGI +16
39039,PEGI +18
39079,PEGI +3
39080,PEGI +3
39118,PEGI +12
39120,PEGI +12
39128,PEGI +16
39217,PEGI +3
39266,None
39272,None
39285,PEGI +3
39301,PEGI +3
39317,PEGI +12
39332,None
39408,PEGI +3
39431,PEGI +18
39465,PEGI +7
39513,None
39550,PEGI +3
39676,PEGI +18
39685,PEGI +12
39709,PEGI +12
39727,None
39745,PEGI +12
39759,PEGI +18
40035,PEGI +12
40071,PEGI +3
40104,None
40109,PEGI +12
40152,None
40188,PEGI +16
40201,PEGI +3
40214,PEGI +3
40235,None
40301,PEGI +3
40310,None
40313,PEGI +16
40322,None
40323,PEGI +12
40337,None
40347,None
40379,PEGI +12
40408,PEGI +12
40430,PEGI +12
40432,PEGI +18
40433,PEGI +3
40434,PEGI +3
40438,None
40457,PEGI +3
40502,PEGI +3
40527,None
40536,PEGI +12
40551,PEGI +16
40604,PEGI +3
40619,PEGI +16
40841,None
40864,None
40887,PEGI +3
40892,PEGI +16
40913,PEGI +7
40922,None
40947,PEGI +3
40962,PEGI +3
40996,PEGI +3
41052,None
41063,PEGI +3
41085,PEGI +7
41100,PEGI +12
41128,None
41162,PEGI +12
41262,PEGI +12
41263,PEGI +12
41265,PEGI +12
41336,PEGI +18
41416,PEGI +12
41438,None
41456,PEGI +18
41458,PEGI +16
41462,PEGI +3
41490,None
41561,PEGI +16
41575,None
41606,PEGI +18
41634,PEGI +18
41665,PEGI +18
41680,PEGI +12
41738,PEGI +18
41785,PEGI +12
41791,None
41821,None
41934,None
42044,PEGI +12
42055,PEGI +12
42056,PEGI +12
42058,PEGI +12
42060,None
42120,PEGI +3
42151,PEGI +18
42191,PEGI +18
42215,PEGI +18
42230,PEGI +18
42233,PEGI +18
42235,PEGI +12
42236,PEGI +12
42237,PEGI +12
42238,PEGI +18
42239,PEGI +12
42247,PEGI +12
42330,PEGI +3
42334,None
42336,PEGI +18
42383,PEGI +18
42388,None
42404,None
42405,PEGI +12
42455,PEGI +12
42500,None
42547,PEGI +18
42695,PEGI +16
42776,None
42858,PEGI +18
42889,PEGI +7
42895,PEGI +18
42912,PEGI +12
42920,PEGI +18
42957,PEGI +16
43090,None
43242,PEGI +18
43305,None
43308,PEGI +12
43358,PEGI +3
43367,PEGI +12
43432,PEGI +12
43454,PEGI +7
43540,PEGI +12
43576,PEGI +12
43624,None
43693,None
43734,PEGI +18
43753,PEGI +12
43755,PEGI +7
43759,PEGI +16
44029,None
44093,PEGI +16
44096,PEGI +7
44114,PEGI +7
44187,PEGI +18
44245,PEGI +7
44255,PEGI +12
44265,PEGI +3
44510,PEGI +7
44525,None
44563,PEGI +7
44725,PEGI +16
44762,PEGI +7
44765,PEGI +7
44896,PEGI +18
44931,None
44972,PEGI +16
45153,PEGI +3
45388,PEGI +12
45424,PEGI +7
45455,PEGI +7
45552,None
45561,PEGI +3
45636,PEGI +3
45691,PEGI +3
45730,None
45821,PEGI +16
45867,PEGI +7
45868,PEGI +7
45869,PEGI +7
45897,PEGI +3
45969,None
46000,None
46095,None
46128,PEGI +3
46155,PEGI +3
46159,PEGI +3
46160,PEGI +7
46161,PEGI +7
46165,None
46335,PEGI +7
46410,None
46421,PEGI +18
46422,PEGI +18
46431,PEGI +3
46471,PEGI +12
46533,None
46664,PEGI +3
46667,PEGI +12
46749,PEGI +16
46893,PEGI +3
47077,PEGI +7
47137,None
47255,PEGI +16
47359,None
47463,PEGI +16
47613,PEGI +3
48110,None
48243,None
48405,None
48456,None
49104,PEGI +7
49105,PEGI +12
49114,PEGI +3
49278,PEGI +3
49326,PEGI +3
49328,PEGI +12
49423,PEGI +7
49428,None
49498,PEGI +12
49499,PEGI +3
49745,PEGI +3
49755,PEGI +16
49813,PEGI +3
49866,PEGI +16
49873,PEGI +16
49874,PEGI +16
49983,PEGI +18
50005,PEGI +12
50198,PEGI +12
50240,PEGI +18
50418,PEGI +7
50503,PEGI +18
50566,PEGI +16
50572,PEGI +16
50575,None
50675,None
50734,PEGI +18
50736,PEGI +16
50744,None
50753,None
50758,PEGI +7
50778,PEGI +18
50780,PEGI +16
50781,PEGI +16
50786,PEGI +3
50839,None
50970,None
51086,None
51167,PEGI +12
51246,PEGI +3
51320,PEGI +18
51322,PEGI +16
51324,PEGI +12
51327,PEGI +7
51328,PEGI +18
51329,PEGI +18
51330,PEGI +3
51331,PEGI +16
51333,PEGI +3
51335,None
51375,None
51452,PEGI +7
51507,PEGI +12
51598,None
51609,PEGI +3
51610,PEGI +16
51672,PEGI +3
51687,None
51776,None
51781,None
51813,None
51814,PEGI +16
52049,None
52142,PEGI +16
52182,PEGI +7
52190,PEGI +16
52201,PEGI +18
52210,PEGI +18
52214,PEGI +7
52215,PEGI +7
52231,PEGI +12
52255,PEGI +12
52295,PEGI +12
52312,PEGI +3
52312,None
52314,PEGI +7
52323,PEGI +12
52330,PEGI +16
52332,PEGI +16
52334,PEGI +12
52336,PEGI +12
52348,PEGI +3
52369,PEGI +18
52370,None
52371,None
52383,None
52385,PEGI +3
52387,PEGI +3
52647,None
52669,None
52670,PEGI +3
52686,PEGI +12
52790,None
52825,None
52872,None
52891,None
52930,PEGI +3
52931,PEGI +3
52939,PEGI +12
52943,PEGI +12
52960,None
52965,None
52975,None
52984,None
52996,None
53029,None
53047,None
53080,PEGI +3
53085,None
53090,None
53109,None
53127,None
53135,PEGI +3
53146,None
53152,PEGI +16
53165,None
53180,None
53181,None
53182,None
53225,None
53227,PEGI +3
53239,PEGI +3
53259,PEGI +7
53287,PEGI +3
53288,None
53309,PEGI +16
53319,PEGI +3
53338,None
53341,None
53401,PEGI +12
53433,None
53478,None
53509,None
53521,None
53529,None
53536,None
53546,None
53547,None
53548,PEGI +3
53549,PEGI +7
53550,PEGI +3
53552,None
53560,None
53588,None
53597,PEGI +7
53600,PEGI +7
53603,None
53614,PEGI +3
53615,PEGI +3
53628,PEGI +16
53648,PEGI +3
54013,PEGI +18
54106,PEGI +7
54172,PEGI +12
54242,PEGI +3
54258,PEGI +18
54285,PEGI +18
54327,PEGI +18
54346,PEGI +3
54347,None
54349,None
54373,None
54420,None
54486,None
54500,None
54511,None
54515,None
54532,None
54569,None
54602,None
54615,None
54618,None
54628,None
54631,None
54633,None
54634,None
54647,None
54682,None
54690,None
54697,None
54715,None
54716,None
54729,None
54744,None
54753,None
54755,None
54759,None
54763,None
54764,None
54765,None
54769,None
54770,None
54774,None
54778,None
54791,None
54930,None
54947,PEGI +18
55190,PEGI +12
55982,PEGI +12
55984,None
55990,None
56000,PEGI +16
56007,PEGI +7
56008,None
56029,PEGI +3
56031,PEGI +3
56032,None
56033,PEGI +7
56041,None
56045,PEGI +3
56050,PEGI +3
56053,PEGI +7
56061,PEGI +18
56065,None
56069,PEGI +3
56090,PEGI +3
56092,None
56094,None
56097,PEGI +3
56099,PEGI +3
56101,None
56103,PEGI +3
56104,PEGI +3
56106,PEGI +3
56110,PEGI +16
56114,None
56122,None
56123,None
56124,PEGI +12
56129,PEGI +18
56135,PEGI +12
56138,None
56139,None
56141,None
56143,PEGI +3
56151,PEGI +3
56158,PEGI +7
56161,PEGI +12
56173,PEGI +3
56174,PEGI +3
56184,PEGI +18
56189,PEGI +16
56191,None
56198,PEGI +12
56199,PEGI +3
56216,None
56217,None
56222,None
56229,None
56240,None
56254,None
56255,None
56259,PEGI +3
56261,None
56265,None
56654,None
57607,None
57625,None
57679,PEGI +12
57704,None
57754,None
57770,None
57801,None
57809,None
57837,None
57838,PEGI +12
57862,None
57879,PEGI +7
57891,PEGI +16
57898,PEGI +16
57917,None
57944,None
57950,None
58001,None
58080,PEGI +3
58085,PEGI +16
58094,PEGI +12
58115,PEGI +12
58133,PEGI +7
58170,PEGI +7
58175,PEGI +18
58176,PEGI +3
58182,None
58183,None
58185,PEGI +18
58252,PEGI +16
58253,None
58277,PEGI +3
58285,None
58325,PEGI +3
58338,PEGI +7
58340,PEGI +12
58341,PEGI +12
58351,PEGI +12
58354,PEGI +3
58366,PEGI +12
58381,PEGI +12
58497,PEGI +12
58498,PEGI +7
58549,PEGI +12
58559,PEGI +3
58562,PEGI +3
58574,PEGI +12
58585,PEGI +18
58616,PEGI +18
58632,PEGI +18
58654,PEGI +18
58698,PEGI +18
58699,PEGI +12
58703,PEGI +3
58732,PEGI +3
58752,PEGI +16
58753,PEGI +3
58755,PEGI +18
58766,None
58767,PEGI +3
58798,PEGI +18
58803,PEGI +12
58813,PEGI +18
58818,PEGI +3
58820,PEGI +12
58826,PEGI +3
58829,PEGI +12
58831,PEGI +18
58834,PEGI +12
58849,PEGI +7
58921,PEGI +16
58927,PEGI +16
58929,PEGI +12
58945,None
58976,PEGI +16
58998,PEGI +12
58999,PEGI +12
59023,PEGI +16
59024,PEGI +3
59041,None
59088,PEGI +7
59097,PEGI +3
59129,PEGI +3
59132,PEGI +3
59134,PEGI +16
59142,PEGI +16
59143,PEGI +12
59149,PEGI +18
59151,PEGI +12
59154,None
59184,None
59185,PEGI +3
59187,PEGI +16
59193,PEGI +16
59197,PEGI +3
59202,PEGI +12
59207,PEGI +16
59218,PEGI +12
59248,PEGI +12
59250,PEGI +12
59276,PEGI +12
59284,PEGI +12
59306,None
59329,PEGI +16
59343,PEGI +12
59362,PEGI +16
59368,PEGI +3
59371,PEGI +7
59601,PEGI +16
59602,PEGI +3
59604,PEGI +12
59612,PEGI +3
59624,PEGI +3
59866,None
60004,PEGI +16
60012,None
60191,PEGI +16
60618,None
60744,None
60769,None
60782,None
60783,PEGI +12
60796,None
60817,None
60843,None
60951,None
61070,PEGI +3
61148,PEGI +16
61206,None
61584,PEGI +16
61585,None
61664,PEGI +3
62050,None
68197,PEGI +3
68297,PEGI +12
69921,None
71929,None
74114,PEGI +7
74242,PEGI +16
75486,PEGI +12
80309,PEGI +12
85890,None
86399,None
87448,PEGI +12
90470,None
101176,PEGI +12
120627,PEGI +3
127659,PEGI +12
132476,None
132916,None
174312,None
174950,PEGI +7
181731,None
188883,None
191741,None
209740,None
217526,None
233858,PEGI +16
238390,PEGI +3
238395,PEGI +3
238396,PEGI +12
241043,PEGI +18
241044,None
241087,None
244245,PEGI +3
244716,PEGI +3
244722,None
244732,PEGI +16
244746,PEGI +3
244879,PEGI +12
248402,PEGI +12
248430,None
248496,PEGI +7
249102,None
249941,PEGI +16
249946,PEGI +16
251482,PEGI +16
251599,PEGI +18
254562,None
257237,PEGI +12
258323,PEGI +3
258386,PEGI +12
262372,PEGI +3
262381,PEGI +3
262384,PEGI +12
262390,None
264668,None
264700,PEGI +18
264725,None
264730,None
267219,PEGI +16
267220,PEGI +16
267265,PEGI +12
267750,PEGI +3
268299,PEGI +12
269327,PEGI +12
269332,PEGI +12
269334,PEGI +16
269371,None
270706,PEGI +3
271343,None
271413,PEGI +12
272448,None
274480,PEGI +18
275602,PEGI +18
277908,None
281854,PEGI +3
281856,None
281865,PEGI +12
281866,PEGI +12
282811,PEGI +12
282906,None
283378,PEGI +7
283970,PEGI +12
284022,PEGI +18
284091,None
285633,PEGI +18
285682,None
286478,PEGI +3
286479,None
286480,PEGI +16
286481,PEGI +16
286485,PEGI +12
287466,PEGI +12
288561,PEGI +16
288949,PEGI +16
290856,PEGI +16
290858,PEGI +16
290864,PEGI +3
290867,None
290873,PEGI +12
290874,PEGI +12
290883,PEGI +3
292838,PEGI +3
292977,PEGI +7
294121,PEGI +16
294122,PEGI +16
294408,None
297209,None
299575,PEGI +12
301511,PEGI +16
301512,PEGI +12
302304,None
302826,PEGI +12
302833,None
304194,PEGI +7
304196,PEGI +12
304342,PEGI +3
309897,PEGI +18
312621,None
312625,PEGI +3
313729,None
314025,PEGI +18
316818,PEGI +16
316819,PEGI +3
319116,PEGI +12
324127,None
330379,None
330395,PEGI +3
330460,None
330483,PEGI +12
330537,PEGI +12
330557,None
330572,PEGI +12
330622,PEGI +18
330640,None
330646,None
330654,PEGI +12
330722,None
330748,PEGI +16
330777,None
330781,PEGI +3
330882,None
330884,PEGI +16
330906,PEGI +12
330920,PEGI +16
330950,PEGI +3
330978,PEGI +3
331024,PEGI +7
331043,None
331090,PEGI +16
331125,PEGI +12
331148,PEGI +12
331183,PEGI +12
331185,PEGI +7
331210,None
331292,PEGI +12
331331,None
331360,PEGI +3
331386,PEGI +12
331395,PEGI +3
331435,None
331466,None
331648,None
331696,PEGI +12
331805,None
331818,None
331849,PEGI +12
332059,None
332124,None
332187,None
332297,None
332400,None
332454,PEGI +12
332455,PEGI +12
332575,PEGI +16
332580,PEGI +16
333020,PEGI +16
333236,PEGI +3
333636,None
333775,PEGI +12
334011,None
334021,None
334190,PEGI +12
334195,None
334243,None
334382,None
334867,PEGI +3
334894,None
335044,PEGI +3
335193,None
335226,PEGI +12
335378,PEGI +3
335607,PEGI +16
335954,None
336161,None
336262,None
336496,None
336590,None
339952,PEGI +16
339953,PEGI +12
341588,None
341616,PEGI +18
343595,None
343597,None
345005,PEGI +16
345121,None
345351,PEGI +12
353337,PEGI +16
354108,PEGI +16
366958,PEGI +12
371824,None
372175,None
377509,None
379231,PEGI +18
387230,None
